id,name,english_name,birthplace,biography,birthday,deathday,image
438,詹姆斯·伍兹,James Woods,"美国,犹他州",詹姆斯·伍兹身高1.83米，是演技比外型抢眼的实力派男星，麻省理工学院毕业后进入外百老汇舞台，曾获欧比奖与剧院世界奖的肯定。1972年进入影坛。其代表作有《突破炼狱》、《美国往事》、《赌国风云》、《等待黑色黎明》与《杀手日记》等。他是好莱坞导演心目中最理想的歹徒角色人选。曾经在1987年、1997年分别以《突破炼狱》与《等待黑色黎明》入围奥斯卡最佳男主角以及男配角奖。获得两次奥斯卡最佳男配角提名，却未能如愿抱走小金人。,1947年04月18日,\N,https://img9.doubanio.com/view/celebrity/raw/public/p1613572226.4.jpg
439,伊丽莎白·麦戈文,Elizabeth McGovern,"美国,伊利诺斯州,埃文斯顿","伊丽莎白·麦戈文是一位美国电影，电视及戏剧演员。母亲是一位高中教师，父亲则是大学教授。伊丽莎白的祖父是一位美国探险家，一生极富传奇色彩，很可能是印第安纳琼斯这个角色的来源。她的外祖父则担任美国外交官一职超过二十四个年头，在美国历史上的地位不容小觑。伊丽莎白的父亲接受加州大学洛杉矶分校的一个职位的时候，他们举家搬迁到了洛杉矶。她的妹妹是一位小说家。伊丽莎白自中学起开始她的表演历程。在一次戏剧表演中她被一位经纪人看中，并被推荐参加表演课程。她后来在旧金山的美国戏剧学院学习，随后进入位于纽约市的茱莉亚音乐学院进修。伊丽莎白在影视界，音乐界及戏剧界都有涉足。近年在《海扁王》、《诸神之战》及《唐顿庄园》中都有出演。",1961年07月18日,\N,https://img9.doubanio.com/view/celebrity/raw/public/p35454.jpg
440,乔·佩西,Joe Pesci,"美国,新泽西州,纽瓦克",在纽约布鲁克林长大，父亲是一名歌手，他4岁便在广播电台表演，并在父亲鼓励下学习歌唱、表演。1975年他投入影坛，5年后与名导马丁·斯科塞斯展开合作，其中《愤怒的公牛》、《好家伙》两度入围奥斯卡男配角。在极为困难的条件下，拍摄完成了这部被誉为“八十年代最佳影片”的《愤怒的公牛》。马丁·斯科塞斯在影片中充分运用了各种镜头语言，以黑白胶片强有力的视觉效果冲击着每个观众的灵魂。《好家伙》是马丁·斯科塞斯1991年的得意作品，网罗了罗伯特·德尼罗、雷·李奥塔等演技派演员通力合作。本剧主要在描述纽约黑手党血腥的江湖恩怨及丑陋的贪婪世界，叙述一位小男孩从一个一事无成的小混混挤身至杀人犯火、走私贩毒无恶不作的黑帮流氓，金钱与女人虽然满足了他想要驾驭一切的权利欲望，但也一步步将他推向充满罪恶与晦暗的不归路……乔·派西在片中精彩的表演使得他获得了奥斯卡最佳男配角奖。乔·派西的喜剧出击，如《致命武器》系列、《小鬼当家》系列，亦相当成功。,1943年02月09日,\N,https://img9.doubanio.com/view/celebrity/raw/public/p1427205662.96.jpg
441,波特·杨,Burt Young,"美国,纽约",,1940年04月30日,\N,https://img1.doubanio.com/view/celebrity/raw/public/p12470.jpg
442,周星驰,Stephen Chow,"中国,香港",著名演员、导演、编剧、电影监制以及电影制作人。曾主演《九品芝麻官》、《长江七号》等多部喜剧影片。捧红过张柏芝、张雨绮等影星。曾获1998年国际杰人会港澳杰人之星奖。其与成龙和周润发并称“双周一成”，意为香港电影票房的保证。,1962年06月22日,\N,https://img2.doubanio.com/view/celebrity/raw/public/p1362491610.81.jpg
443,张柏芝,Cecilia Cheung,"中国,香港","国际影星张柏芝1980年出生在香港，从小家境普通，小学毕业之后被父亲送到澳大利亚读书，从小就喜欢照顾人的张柏芝本来打算做一名护士。　　1998年，17岁的张柏芝从澳洲高中毕业回港。就被星探发现，接拍了阳光柠檬茶的广告（同黄宗泽），当这个不同版本的广告片播出后，各大小杂志、电影公司及广告公司都惊为天人, 纷纷联络其经理人。　　刚刚出道时的张柏芝因为形象清丽秀美，被媒体誉为小林青霞，而经纪公司也有意将她包装成香港娱乐圈新的玉女派掌门人。然而个性出众的张柏芝却依然坚持要保持自己的本色。接拍了阳光柠檬茶的广告 后，张柏芝被周星驰发掘，成为《喜剧之王》的女主角。她在剧中扮演不失单纯个性的小舞女柳飘飘，情感拿捏得真挚感人，就此一炮而红，此片最后成为当时贺岁片中的票房冠军，成绩达三千万港元。张柏芝被誉为新一代玉女掌门人、香港电影的救星和张曼玉的接班人。 此后, 张柏芝接拍了由嘉禾电影公司出品，马楚成执导的爱情文艺《星愿》并担演女主角，此片已于99年８月份暑假黄金档期上演，而票房更冲破一千万，更为Cecilia奠定影坛上能歌擅影的地位。　　唱片方面，张柏芝[1]于99 年6月8日正式签约环球唱片公司，而首张EP&lt;任何天气&gt;于99年7月26日推出后反应极之热烈，短短数周便成为白金数量，成绩彪炳。广告方面，芝人气锐不可当， 先后成为&lt;马莎百货&gt;、&lt;法国婚纱&gt;及等几个广告的代言人， 更于首张EP上市期间接拍了日本&lt;花王歌婷&gt;护肤品系列广告以助宣传，效果非常理想。 对一个当时出道只有半年的歌手来说， 成绩 确是十分理想。也为她日后的演艺事业定下了成功的第一步。　　2001年张柏芝首度进军国际，接拍韩国电影《白兰》，该片不但为她带来大钟奖提名，更令她在韩国知名度大增。　　2002年张柏芝生活照(12张)接拍《我家有一只河东狮》内地又名《河东狮吼》，她在片中饰演的柳月虹形象突出，颇令观众接受，该片票房非常好，为她开拓内地市场。　　2004年张柏芝先后凭《大只佬》及《忘不了》两电影横扫香港各大电影颁奖礼女主角奖项，《忘不了》一片更为她带来首个金像奖影后荣衔，自此奠定了她影后地位，随即她接拍国际著名导演陈凯歌的《无极》，此片在内地票房大收。　　2006年张柏芝更应邀为香港星光大道打手印，成为被表扬的电影工作者之一。在现今香港女演员青黄不接的时期，张柏芝可算是最出色的一位。",1980年05月24日,\N,https://img3.doubanio.com/view/celebrity/raw/public/p52372.jpg
444,莫文蔚,Karen Mok,"中国,香港","莫文蔚（原名为Karen Joy Morris，艺名为Karen Mok，1970年6月2日-），是一名香港歌手和演员。有威尔士、德国和波斯血统。自1990年代后期起在两岸三地有很高的人气。她于香港拔萃女书院以三 A (英语、法语及家政) 的会考成绩中五毕业后，便到意大利的United World College of the Adriatic就读高中，随后到英国伦敦大学主修意大利语和意大利文学。 在音乐领域，莫文蔚习惯破纪录：她是赢得台湾金曲奖的首位香港女艺人，也成为领衔百老汇热门音乐剧《吉屋出租Rent》10周年全球巡演的首位亚洲明星。另外，莫文蔚还发行了多张唱片，目前已发行了12张。在2008年的专辑《拉活…莫文蔚》中，她还首次担任音乐监制。至今一共入围金曲奖最佳国语女演唱人奖高达5次,并在入围第3次时，以2002年专辑《（i）》 一举得下第14届最佳国语女演唱人奖。至今一共入围金曲奖最佳国语专辑奖3次,在入围第2次时,以2007年专辑《拉活…》首次担任音乐监制,一举得下第 19届最佳国语专辑奖。在2009年《回蔚》专辑中首次独立制作,入围第21届金曲奖最佳国语专辑奖。 作为在国际上享有盛誉并获奖的女演员，莫文蔚出演了近40部影片。其中包括香港影史最卖座影片《食神》、她获得香港电影金像奖“最佳女配角”的《堕落天使》和与成龙合作、迪士尼公司的《80天环球地球》。她参演的著名影片还有李连杰的《黑侠》、周星驰的《食神》以及元奎的动作电影《夕阳天使》。莫文蔚最近还主演了Ekachai Uekrongtham导演的英文惊悚片《棺材》，此片更高据泰国票房第一位。 独特个性、百变形象、飘逸长发和标志性纤细修长的美腿令她成为亚洲最受欢迎的广告明星之一，她也是亚洲首位发行个人香水和内衣系列的艺人。虽然工作日程相当忙碌，她总能找到时间参加各类慈善活动，尤其是与儿童福利和动物权益有关的活动。目前她是联合国儿童基金会、防止虐待动物协会和亚洲动物基金的大使。 莫文蔚在北京奥运会开、闭幕式文艺表演上有演出。但开幕式的表演并没有在直播中播出。",1970年06月02日,\N,https://img3.doubanio.com/view/celebrity/raw/public/p1609305316.92.jpg
445,吴孟达,Man Tat Ng,"中国,福建,厦门","吴孟达，香港知名艺人，七岁随父母移民香港，后为电影、电视剧男演员。在香港电影中与周星驰合作成为搞笑无厘头的黄金搭档。吴孟达被电影界尊称为“达哥”，是演技精湛的金牌配角，被誉为香港和华语影坛片酬最高的黄金配角，也曾获得多届香港电影金像奖和台湾电影金马奖最佳男配角提名，并荣获第十届香港电影金像奖最佳男配角。　　吴孟达于1973年投考了无线电视的艺员培训班，同期考入者还有周润发和名导演林岭东，以第五名的成绩毕业。1975年即已开始在无线电视参与演出，参演无数但几乎都是配角。他最早的演出乃《民间传奇》系列；直至1979年凭着演出《楚留香传奇》的“胡铁花”一角，才开始受到注意。　　据吴孟达自言刚出道时的他，因狂傲不羁豪赌成性，到1980年不仅欠下30万元港币的赌债，更是面临无戏可接，一度想自杀。后来他修心养性，重新努力研究演技，终于成功再起，并清还债务。他不但重新出现在电视银幕上，1981年更参演了其生平第一部电影《执法者》。而他最广为人所知，是在1989年与周星驰合演《盖世豪侠》和《他来自江湖》中的搞笑演出。自此吴孟达走红起来，连带日后所拍的电影，也几乎都是由周星驰主演。他于1990年开始活跃于电影界，该年凭周星驰主演的《赌圣》，获得香港电影金像奖最佳男配角的提名。次年他凭着在《天若有情》的演出终获得金像奖最佳男配角奖。　　吴孟达在电影生涯数十年，没有一个作品是领衔主演，属于典型的配角演员。但相对其他专任配角的演员，吴孟达却是少数靠演配角而红遍华人社会的演员。他有不少电影都由其他影星主演，诸如张学友、刘德华等等，但大多影迷对吴孟达的印象，还是周星驰主演的电影。由1990年起吴孟达便凭着与周星驰合作大获成功，参演了11部周星驰电影，计有《赌圣》、《逃学威龙》、《鹿鼎记》等等。其中1990年上演的《赌圣》票房收入逾4000万港元，破了历来港产片票房纪录。1992年周星驰主演的五部电影包办了该年度票房榜首的前五名，其中三部亦都有吴孟达参与演出。至2001年他参演的《少林足球》更再度破了历来港产片票房纪录，达6000多万港元。　　不过，2004年周星驰开拍《功夫》时吴孟达被传与周星驰不和，使吴孟达再没有与周星驰合作。对此吴孟达证实了此事，但澄清二人早已冰释前嫌。自1990年代末港产片不景气后，吴孟达在港的演出大为减少，主要还是在周星驰的电影中亮相。这段期间他亦常在中国大陆和台湾演出，比较成功于广为人知的的是台湾电视剧《白色巨塔》。因为吴孟达为厦门闽南人，闽南语为其母语，在台湾拍戏时，时与台籍演员、工作人员以闽南语沟通，让剧组人员大吃一惊。",1952年01月02日,2021年02月27日,https://img2.doubanio.com/view/celebrity/raw/public/p45481.jpg
446,约翰·库萨克,John Cusack,"美国,伊利诺斯州,埃文斯顿","约翰·库萨克，美国著名男演员。出生于伊利诺伊州艾文斯顿，成长于一个爱尔兰裔美国的天主教家庭。父亲迪克·库萨克 (Dick Cusack，1925年－2003年)以及兄弟姐妹们－安 (Ann)、比尔 (Bill)、琼安 (Joan)和苏西 (Susie)通通都是演员，父亲同时开设一间影片公司，一位纪录片制作人。库萨克的母亲南茜 (Nancy)是一位数学教师，同时也是政治份子。库萨克在纽约大学就读一年后便退学，库萨克形容他“体内蕴藏太多的火气”。约翰·库萨克12岁就开始尝试登台表演，17岁首登大银幕  约翰·库萨克，电影处女作为青春喜剧片《高材生》（1983），这部电影中约翰·库萨克的表演中规中矩，不能算是惊艳，但也为他撞开了电影之门。 但约翰·库萨克娴熟的演技在圈内是有口皆碑，不少一流的电影导演开始关注起这位特立独行的电影演员。在电影圈近20年的自我磨炼中，与伍迪·艾伦、卡梅隆·克劳等大牌导演和阿尔·帕西诺、尼古拉斯·凯奇、苏珊·萨兰登、约翰·马尔科维奇等演技名家的合作，库萨克的表演达到了“演则无所不尽其极”的境界。库萨克希望在影片和角色中找到的，不只是学习和锻炼演技的机会，更是从中展现真正自我与希望的契机。也许，在非主流日益成为一种普遍现象的好莱坞，库萨克这种有些另类的表演风格和处世态度，正是他逐渐受到认可的原因之一。　　库萨克对自己的表演工作要求极其严格，对表演他有一句名言：“我会做你想要我做的任何事，你让我往左我就往左，你让我往右我就往右，怎么着都行。”与他合作过的许多大导演都作证“他真的能做到”。他看起来文质彬彬，却也和尼古拉斯·凯奇一样，乐于手端M16机枪大声嘶喊。《人物》、《时代周刊》、《洛杉矶时报》、《滚石》等重量级报刊杂志也异口同声称他为“最棒的演员”。",1966年06月28日,\N,https://img1.doubanio.com/view/celebrity/raw/public/p200.jpg
447,雷·利奥塔,Ray Liotta,"美国,新泽西州,纽瓦克","雷·利奥塔1954年12月18日生于美国新泽西州。拥有意大利及爱尔兰血统。毕业于迈阿密大学。1964年涉足影坛圈，同年即在NBC电视台热播的日间肥皂剧《另一个世界》中崭露头脚。1986年在好友梅兰妮·格里菲斯引荐下，与她合演了影片《散弹露露》，并以片中那个心狠手辣的假释犯一角入围金球奖最佳男配角奖。次年在《吾兄吾弟》里则饰演了一位照顾弱智兄长无微不至的医科学生。 1990年雷·利奥塔在大导演马丁·斯科塞斯的黑帮经典《好家伙》中亦有上佳表现。因其外型亦正亦邪，所以戏路很广，作品虽不多，但始终保持了一定的水准。2001年参演的《汉尼拔》、《偷心俩母女》及《美国毒枭》也均取得了不俗的票房。1997年与女演员Michelle Grace喜结良缘。",1954年12月18日,2022年5月26日,https://img3.doubanio.com/view/celebrity/raw/public/p1401885518.47.jpg
448,阿曼达·皮特,Amanda Peet,"美国,纽约",阿曼达·皮特，美国女演员。父亲是律师，母亲是社会工作者。岁那年，无意间跑到戏剧表演舞台上，不想为后来的事业埋下了伏笔。因为高中成绩优秀，被哥伦比亚大学历史系录取。2000年，被美国《人物杂志》评选为世界上50位最美女人之一。因为具有坚韧不拔的性格，加上她辛勤的付出，1995年获得客串热门电视剧集《法律与秩序》(Law & Order)的机会。同年，第一次涉足电影表演，在《动物房间》(Animal Room)中扮演一个配角。此后，在多部独立影片中扮演角色，在《情场之争》(Whipped)的拍摄现场和男友布莱恩·万·霍尔特相识。2000年，和布鲁斯·威利斯在《杀手不眨眼》(The Whole Nine Yards)中演对手戏，得到威利斯赏识，摆脱一直扮演配角的境况，开始出演影片女主角。因为具有坚韧不拔的性格，加上她辛勤的付出，1995年获得客串热门电视剧集《法律与秩序》(Law & Order)的机会。2000年被美国《人物杂志》评选为世界上50位最美女人之一。她在表演中表现出来的性感、天真得到大多数影评人的赞扬和观众的喜爱。,1972年01月11日,\N,https://img3.doubanio.com/view/celebrity/raw/public/p27792.jpg
449,约翰·浩克斯,John Hawkes,"美国,明尼苏达,亚历山德里亚","约翰·哈克斯，美国男演员。高中毕业之后迁往德克萨斯州，后者也成为他演艺和音乐事业的起点。兴趣广泛的哈克斯曾合作参与过两支乐团，并成立了一个戏剧表演剧团。早期的他多是参与一些剧集的演出，包括FOX台电视剧《24小时》、HBO台电视剧《体育老师笑传》、ABC台系列剧《迷失》中都能看到他的身影，在HBO剧《死木》中，他因Sol Star一角备受关注。        2005年，由他主演的电影《爱情你我他》广受好评，入围了戛纳电影节，同时得到圣丹斯电影节评委的高度赞扬，这让他获得了更多国际知名度。2008年约翰·哈克斯在电影《美国黑帮》中的表演又得到美国演员工会的青睐，他获得了演员工会奖的杰出表演奖。        出演《冬天的骨头》令哈克斯在2011年被众多奖项提名包围，他不仅获得了第83届奥斯卡最佳男配角的提名，也被提名为“独立精神奖”最佳男配角、“COFCA（俄亥俄中心电影评论委员会）奖”最佳男配角和“银幕演员指南奖”的最佳男配角。在2011年他也被德克萨斯电影名誉大厅授予“后起之秀”称号。哈克斯不仅在演戏方面成绩突出，爱好玩音乐的他还曾参与多部影片的配乐工作。哈克斯曾组过两个乐队，分别是与Gretchen Phillips组成的Meet Joy，和与Rodney Eastman、Brent Gore组成的King Straggler，目前哈克斯与King Straggler的成员一同生活在洛杉矶市。",1959年09月11日,\N,https://img1.doubanio.com/view/celebrity/raw/public/p20130.jpg
450,阿尔弗雷德·莫里纳,Alfred Molina,"英国,伦敦",阿尔弗雷德·莫利纳的父亲是西班牙人，母亲是意大利人。他曾在伦敦的吉尔霍尔音乐戏剧学校学习。由他主演的舞台剧《雅丝米娜·雷扎的艺术》为他赢得了1998年托尼奖的提名。莫利纳的银幕处女作是《夺宝奇兵》，但真正让他在影坛上声名鹊起的则是由斯蒂芬·弗瑞尔斯导演的《引人入胜》。2004年，莫利纳出演《蜘蛛侠2》中的章鱼博士，准确的把握了这个反派的两面性，将角色演绎的真实可信。,1953年05月24日,\N,https://img3.doubanio.com/view/personage/raw/public/94b3ad2cf94e6f11e1c43e783504c672.jpg
451,宋康昊,Kang-ho Song,"韩国,庆尚南道",宋康昊，韩国知名男演员。釜山经营专门大学放送演艺科毕业。舞台剧演员出身，有韩国国民影帝的称号，韩国重要电影奖项的影帝他都拿过，也是首届亚洲电影大奖影帝得主。宋康昊在韩国是极具票房号召力，是演技备受肯定的顶级明星。代表作品有电影《密阳》、《汉江怪物》、《生死谍变》、《义兄弟》、《蝙蝠》等。出生在韩国庆尚南道。和大部分韩国演员不同，宋康昊并没有在大学修读电影或进修演技。出身舞台演员的他，是一边学习一边工作。　　在1996年，他开始接拍电影，主要演出配角，凭《胜者为王之阿三》一片成名。2000年，他终获机会担正演出，《茅趸王》一片奠定了他在电影界的地位，后凭《共同警备区域JSA》的精湛演出再下一城，除了赢得最佳演员的奖项外，更令他在韩国一线男星之列站稳住脚。2004年，林赞相导演的影片《孝子洞理发师》描述的是在流行“总统阁下”的时代，为总统理发的理发师滑稽而感人的故事。扮演朴素的丈夫的宋康昊和扮演意志坚强的妻子的文素丽向人们展示了出色的演技。　　第40届韩国大钟奖颁奖典礼，宋康昊以《杀人回忆》打败劲敌张东健的《海岸线》及车胜元的《老师你好》称帝，该片以1986年起在京畿道华城郡一连6年发生的10起奸杀案为背景，一共拿下最佳影片、最佳导演、最佳男主角和最佳灯光等4项大奖。2005年，宋康昊和刘智泰共同打造韩国探险题材影片《南极日记》，该片以励志为主题，故在第六届韩国全州国际电影节被选定为闭幕式作品。　　《怪物》是宋康昊与导演奉俊昊继《杀人记忆》之后的再度合作。该片是一部投资超过110亿韩元的大制作，奉俊昊从高中时代就开始构思这部影片，片中的怪物是在剧毒刺激下产生变异的生命体，与我们常在好莱坞电影中所看到的躲在阴暗中的怪物不同，它非常胆大，白天现身攻击人类。导演奉俊昊以其特有的幽默将紧张的画面融入家人间的浓浓亲情，更加渲染了恐怖气氛。奉导表示这是一部“现实主义的韩国式怪物影片”。2007年，宋康昊与全度妍联袂主演了李沧东导演的《密阳》，该片为全度妍赢得了戛纳影后的桂冠。而同年宋康昊也凭借《优雅的世界》一举拿下韩国几乎所有电影奖项的最佳男主角，风头强劲。2008年，他又出现在金知云导演的《好家伙、坏家伙、怪家伙》中，与李秉宪、郑宇成同飚演技。2009年宋康昊与朴赞郁再次联手《蝙蝠》，并凭借该片获得亚洲电影大奖最佳男演员提名。,1967年01月17日,\N,https://img9.doubanio.com/view/celebrity/raw/public/p345.jpg
452,金相庆,Sang-kyung Kim,韩国,金相庆，韩国演员，一名在戏剧舞台和电视剧中有骨气和毅力的演员。他在念高中的时候被一部戏剧所吸引，不顾家里的反对考入了中央大学戏剧电影专业。1998年因同班同学崔正尹的介绍，出演MBC电视剧《恶魔的拥护者》，正式在电视中露了面。随后在各种电视连续剧中饰演了上流社会的冷酷才子形象。并在MBC电视剧《大王》中饰演了金波，受到了观众的瞩目。,1972年06月01日,\N,https://img9.doubanio.com/view/celebrity/raw/public/p2966.jpg
453,金雷夏,Roe-ha Kim,"韩国,京畿道",,1965年11月15日,\N,https://img1.doubanio.com/view/celebrity/raw/public/p1495853004.59.jpg
454,宋在浩,Jae-ho Song,"韩国,平壤",宋在浩是韩国资深男演员，生于1939年，曾在韩国亲情大戏《说不出的爱》中扮演一位父亲的形象，而让亿万中国人熟悉并认识他，剧中的他慈祥、善良、容忍，这部电视剧曾在韩国收视连续7个月蝉联冠军。,1939年03月10日,2020年11月07日,https://img3.doubanio.com/view/celebrity/raw/public/p12222.jpg
455,边希峰,Hie-bong Byeon,韩国,,1942年06月08日,2023年09月18日,https://img9.doubanio.com/view/celebrity/raw/public/p28605.jpg
456,摩根·弗里曼,Morgan Freeman,"美国,田纳西州,孟菲斯",摩根·弗里曼 （Morgan Freeman），美国黑人男演员、导演。1989年凭借着在《为戴西小姐开车》中的忠厚诚实、善良勇敢的老司机形象为他赢得了金球奖和全美影评奖。2005年凭借克林特·伊斯特伍德导演的《百万美元宝贝》获得第77届奥斯卡最佳男配角奖。摩根·弗里曼于1990年代成名，并演出过许多著名的好莱坞电影。 IMDB TOP 001的《肖申克救赎》中，弗里曼塑造的囚犯瑞德的形象更为深入人心。,1937年06月01日,\N,https://img3.doubanio.com/view/celebrity/raw/public/p34642.jpg
457,布拉德·皮特,Brad Pitt,"美国,俄克拉荷马州,肖尼",布拉德·皮特（Brad Pitt），1963年12月18日出生于美国俄克拉何马州肖尼市，美国著名电影演员、制片人。 1987年，以临时演员的身份参加了他的第一部电影《无主地》的拍摄。1988年，主演个人第一部电影《禁入校园》。1993年，凭借犯罪惊悚电影《加州杀手》获得威尼斯电影节最佳男演员奖 。1995年，凭借科幻惊悚电影《十二只猴子》提名第68届奥斯卡金像奖最佳男配角奖 。1998年，主演爱情电影《第六感生死缘》。1999年，主演动作悬疑电影《搏击俱乐部》 。 2002年，创立了B计划影业 。2005年，与安吉丽娜·朱莉合作主演爱情电影《史密斯夫妇》 。2007年，凭借传记犯罪《神枪手之死》获得第64届威尼斯国际电影节沃尔皮杯-最佳男演员。 2008年，凭借爱情奇幻电影《本杰明·巴顿奇事》提名第81届奥斯卡金像奖最佳男主角 。2012年，凭借传记运动电影《点球成金》提名第84届奥斯卡金像奖最佳男主角 。2014年，凭借科幻动作电影《僵尸世界大战》提名第19届美国评论家选择奖最佳动作片男演员 。2015年，凭借动作电影《狂怒》提名第20届美国评论家选择奖最佳动作片男演员 。2016年，由其主演的爱情谍战电影《间谍同盟》上映。2018年，由其主演的犯罪惊悚电影《好莱坞往事》上映，他凭借该片获得第25届评论家选择奖电影类最佳男配角奖 、第92届奥斯卡金像奖最佳男配角 。2022年，出演剧情电影《迷失之城》。,1963年12月18日,\N,https://img9.doubanio.com/view/celebrity/raw/public/p1604.jpg
458,凯文·史派西,Kevin Spacey,"美国,新泽西州,南奥兰治","""生于1959的凯文-史派西，父亲是个专业作家，母亲是个秘书\r\n幼时被送于洛杉矶诺斯雷治军校，因斗殴事件遭逐出，后转学查斯沃斯中学，在那时期开始了他的舞台表演生涯。\r\n1981年，在舞台剧《公园》（“park”）一剧中，凯文-史派西的出色表演引起了舞台剧导演汤姆-斯托帕德的注意，此后更是得到著名电影导演迈克-尼科尔斯的青睐。\r\n在好莱坞，如果说吉姆-凯瑞是脸善变的演员，那凯文-斯贝西绝对是性格善变的演员。凯文的演技深沉内敛，独树一帜，出神入画的演技，性格各异的角色给人留下深刻的印象。他尤其擅长饰演各种阴险狡诈的反派人物，出演过大量道德上有问题的人物，是著名的黑色演员。\r\n曾两获奥斯卡（1995《非常嫌疑犯》、2000《美国丽人》）1999年英国权威电影杂志《帝国》（Empire）授予他\""10年来最佳男演员\""的称号。2006年，时代周刊评选的90年代后最优秀男演员，凯文史派西力压汤姆汉克斯，高居第二，排在第一的是同样阴沉善变的丹尼尔戴路易斯。\r\n凯文史派西至今未婚，有一只宠物犬，和母亲关系极好，他坚决支持同志婚姻，却从未公开表示自己的性取向。有人的指责其“生活在一个谎言中”，他回应自己有保持隐私的权力。""",1959年07月26日,\N,https://img3.doubanio.com/view/celebrity/raw/public/p1538410658.2.jpg
459,格温妮斯·帕特洛,Gwyneth Paltrow,"美国,加利福尼亚,洛杉矶","格温妮丝-帕特洛(Gwyneth Paltrow)，1973年9月28日生于美国加州洛杉矶一个艺人家庭，父亲布鲁斯-帕特洛是电影制片人，母亲布莱思-丹纳是著名的电影演员。格温妮丝有着金色的童年，从儿语识字起，就陪妈妈练习台词，当起了“小陪演”。她11岁的时候，父母将全家搬到了好莱坞。作为著名女演员的女儿，她继承了母亲的优点。虽然父母并不希望女儿成为一名演员，但小时候的耳孺目染、家庭薰陶，使格温妮丝很小的时候就表现出演艺方面的才华。         格温妮丝的从影历程可谓一帆风顺，1991年，18岁的她就在自己的教父--大名鼎鼎的导演史蒂芬-斯皮尔伯格的影片《霍克船长》中担任角色，扮演剧中少女时期的温蒂。1993年在影片《无情大地有情天》(Flesh and Bone)中首次担纲主演，同年又与妮科尔-基德曼搭档拍摄了《邪恶》(Malice)。1994年拍摄了《帕克夫人的情人》(Mrs. Parker and the Vicious Circle)和《总统的秘密情人》(Jefferson in Paris)。 　　1995年她在《七宗罪》(Seven)中扮演年轻貌美、温柔体贴的妻子，戏不多，却十分地引人注目。而她与布拉德-皮特的戏下恋情却是她拍摄此片的最大收获。被誉为“有史以来最性感的男人”--布拉德-皮特给格温妮丝带来了巨大的知名度，作为皮特的女友，格温妮丝开始闻名全球。由于她拥有着这个全球无数少女为之疯狂的梦中情人，媒体将她称为“世界上最幸运的女孩”。 　　1996年格温妮丝拍摄了她的成名作《艾玛》(Emma)，该片似乎是专为她而作，格温妮丝的演技得到了充分的展现。1997年6月，“皮特-帕特洛”这对金童玉女突然宣布分手，“天作之合”的童话破灭了。在经历了爱情挫折的打击后，格温妮丝不久就重返银幕，她不遗余力地要做一个成熟女性，事业并由此开始蒸蒸日上。　　1998年是格温妮丝事业上成功而繁忙的一年。她先是接受了英国导演彼特-郝伊特的邀请，主演了英国影片《双面情人》(Sliding Doors)，她为此片甚至不惜将自己的一头秀发剪短，并回绝了成为票房神话--《泰坦尼克号》的拍摄。功夫不负有心人，此片上演后轰动整个国际影坛，成为继《四个婚礼和一个葬礼》、《一脱到底》之后最成功的英国电影。紧接着她又拍摄了两部重拍经典片--《烈爱风云》(Great Expectations)和《完美的谋杀案》(A Perfect Murder)，后者改编自希区柯克的《电话谋杀案》，剧中她与迈克尔-道格拉斯的完美合作，使该片成为当年的卖座片之一。这一年她参加的最后一部、也是把她推向事业顶峰的一部影片--《莎翁情史》(Shakespeare in Love)的拍摄，格温妮丝-帕特洛凭借此片的出色表演获得了第71届奥斯卡最佳女演员奖，并一举成为好莱坞的一流大明星。但有趣的是，格温妮丝回家后就把奖杯丢进了储藏间，免得回忆起颁奖典礼上的哭得像个泪人、不知道感谢谁的尴尬场面。 　　1999年格温妮丝与马特-达蒙合作主演了《天才瑞普利》(The Talented Mr. Ripley)，该片成为1999年最具争议性的影片之一。今年法拉利兄弟看中格温妮丝-帕特洛，邀其出演新片《Shallow Hal》，格温妮丝将在剧中演出一个大丑女的角色。 　　格温妮丝举止高雅、充满自信，寡言少语却心思缜密，很有教养的她总是令电影观众们着迷，导演们也总是发现她身上很知性、教化的一面，并进而认为她典雅有气质。她相貌姣好、注重仪表，是一个真正的明星、一个好女孩。1997年与布拉德-皮特分手后，她开始寻找真正的朋友，这时，格温妮丝遇到了本-阿尔佛莱克。乐观而充满朝气的本，是新一代男人的象征，他不喜欢张扬，自控能力强，处事总是保持低姿态，但多少少了一些好莱坞的传奇色彩。他“坚信，只要自己有坚韧不拔的力量和获胜的愿望，就能获得成功”。前不久，本-阿尔佛莱克被华纳电影公司看中将出演第四代蝙蝠侠，本力邀其女友格温妮丝-帕特洛出演“猫女”一角。据说华纳方面对格温妮丝出演该角色也非常有信心。 　　格温妮丝是一个工作忘我的人，她的处事格言是不求独特，只求使自己保持不变。她说，""我这样做的理由是我要这样，而不是钱要我这样。这与出名毫无关系。那些喜欢金钱、喜欢出名的演员不是由爱他们的人抚养大的。而我则完全相反。""",1972年09月27日,\N,https://img9.doubanio.com/view/celebrity/raw/public/p1568553239.75.jpg
460,安德鲁·凯文·沃克,Andrew Kevin Walker,"美国,宾夕法尼亚州,阿尔图纳",美国编剧。曾凭《七宗罪》获英国BAFTA最佳原创剧本提名。,1964年08月14日,\N,https://img1.doubanio.com/view/celebrity/raw/public/p1378013148.18.jpg
